﻿友家 · 龙锦苑东五区4居室-南卧,﻿2790,﻿23.2 ㎡,﻿南,﻿4室1厅,﻿2,﻿6层
﻿友家 · 龙锦苑东一区4居室-南卧,﻿2790,﻿25.2 ㎡,﻿南,﻿4室1厅,﻿1,﻿6层
﻿友家 · 矩阵一期4居室-南卧,﻿2360,﻿8.2 ㎡,﻿南,﻿4室1厅,﻿3,﻿6层
﻿友家 · 龙跃苑一区4居室-南卧,﻿3290,﻿28.1 ㎡,﻿南,﻿4室1厅,﻿5,﻿6层
﻿友家 · 矩阵三期3居室-北卧,﻿2330,﻿12.3 ㎡,﻿北,﻿3室1厅,﻿2,﻿10层
﻿友家 · 龙锦苑东四区4居室-南卧,﻿2790,﻿25.1 ㎡,﻿南,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙锦苑东五区4居室-南卧,﻿2830,﻿25.1 ㎡,﻿南,﻿4室1厅,﻿3,﻿6层
﻿友家 · 龙锦苑东五区4居室-南卧,﻿2830,﻿25.1 ㎡,﻿南,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑四区3居室-南卧,﻿3290,﻿25.2 ㎡,﻿南,﻿3室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东二区4居室-北卧,﻿2090,﻿10.9 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 龙锦苑东二区4居室-北卧,﻿2030,﻿10.7 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 龙锦苑四区3居室-北卧,﻿2130,﻿13.9 ㎡,﻿北,﻿3室1厅,﻿6,﻿7层
﻿友家 · 龙跃苑东二区4居室-南卧,﻿3330,﻿26 ㎡,﻿南,﻿4室1厅,﻿5,﻿6层
﻿友家 · 华龙苑南里3居室-南卧,﻿2260,﻿9.5 ㎡,﻿南,﻿3室1厅,﻿6,﻿6层
﻿友家 · 龙锦苑六区3居室-南卧,﻿2590,﻿18.2 ㎡,﻿南,﻿3室1厅,﻿3,﻿6层
﻿友家 · 龙跃苑一区4居室-北卧,﻿2390,﻿14.4 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东二区4居室-南卧,﻿2890,﻿24 ㎡,﻿南,﻿4室1厅,﻿2,﻿6层
﻿友家 · 龙跃苑四区3居室-南卧,0,﻿14 ㎡,﻿南,﻿3室1厅,﻿2,﻿6层
﻿友家 · 龙跃苑一区3居室-南卧,﻿3290,﻿25.5 ㎡,﻿南,﻿3室1厅,﻿4,﻿5层
﻿友家 · 矩阵三期3居室-南卧,﻿2990,﻿14.2 ㎡,﻿南,﻿3室1厅,﻿2,﻿10层
﻿友家 · 天鑫家园4居室-南卧,﻿2430,﻿15 ㎡,﻿南,﻿4室1厅,﻿5,﻿5层
﻿友家 · 龙锦苑四区6居室-北卧,﻿1960,﻿11.7 ㎡,﻿北,﻿6室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑四区4居室-南卧,0,﻿14 ㎡,﻿南,﻿4室1厅,﻿2,﻿6层
﻿友家 · 华龙苑南里3居室-南卧,﻿2530,﻿9.2 ㎡,﻿南,﻿3室1厅,﻿6,﻿6层
﻿友家 · 龙锦苑东一区3居室-南卧,﻿2590,﻿16.3 ㎡,﻿南,﻿3室1厅,﻿4,﻿6层
﻿友家 · 华龙苑南里3居室-南卧,﻿2290,﻿6.3 ㎡,﻿南,﻿3室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑三区3居室-南卧,﻿2960,﻿17.3 ㎡,﻿南,﻿3室1厅,﻿3,﻿6层
﻿友家 · 矩阵三期3居室-北卧,﻿2760,﻿16.6 ㎡,﻿北,﻿3室1厅,﻿6,﻿10层
﻿友家 · 紫金新干线二期3居室-南卧,﻿2890,﻿13 ㎡,﻿南,﻿3室1厅,﻿4,﻿8层
﻿友家 · 龙跃苑三区6居室-南卧,﻿2890,﻿15.3 ㎡,﻿南,﻿6室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑四区3居室-南卧,﻿3230,﻿24.5 ㎡,﻿南,﻿3室1厅,﻿6,﻿6层
﻿友家 · 龙跃苑一区3居室-南卧,﻿2860,﻿18.8 ㎡,﻿南,﻿3室1厅,﻿4,﻿5层
﻿友家 · 龙跃苑四区3居室-南卧,﻿2830,﻿15.7 ㎡,﻿南,﻿3室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑东二区4居室-北卧,﻿2390,﻿8.9 ㎡,﻿北,﻿4室1厅,﻿2,﻿6层
﻿友家 · 龙跃苑东二区4居室-北卧,﻿2360,﻿8.95 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑东二区4居室-北卧,﻿2330,﻿8.95 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑一区4居室-南卧,﻿3330,﻿28.2 ㎡,﻿南,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑二区6居室-南卧,﻿2430,﻿24.6 ㎡,﻿南,﻿6室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑一区3居室-南卧,﻿2990,﻿16.6 ㎡,﻿南,﻿3室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑东二区4居室-北卧,﻿2490,﻿11.8 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑四区3居室-南卧,﻿2490,﻿14.8 ㎡,﻿南,﻿3室1厅,﻿3,﻿5层
﻿友家 · 矩阵二期3居室-南卧,﻿3260,﻿19.1 ㎡,﻿南,﻿3室1厅,﻿3,﻿12层
﻿友家 · 龙跃苑二区4居室-南卧,﻿2690,﻿19.56 ㎡,﻿南,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑三区3居室-南卧,﻿2890,﻿17.3 ㎡,﻿南,﻿3室1厅,﻿1,﻿6层
﻿友家 · 龙锦苑东一区4居室-北卧,﻿1960,﻿11.1 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 紫金新干线二期3居室-东卧,﻿2190,﻿9.8 ㎡,﻿东,﻿3室1厅,﻿4,﻿8层
﻿友家 · 上坡佳园4居室-北卧,﻿2230,﻿11.7 ㎡,﻿北,﻿4室1厅,﻿10,﻿10层
﻿友家 · 华龙苑南里3居室-南卧,﻿2790,﻿10.8 ㎡,﻿南,﻿3室1厅,﻿6,﻿6层
﻿友家 · 龙跃苑一区3居室-南卧,﻿3130,﻿12 ㎡,﻿南,﻿3室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑三区4居室-南卧,0,﻿24 ㎡,﻿南,﻿4室1厅,﻿4,﻿6层
﻿友家 · 华龙苑南里3居室-南卧,﻿2590,﻿9.6 ㎡,﻿南,﻿3室1厅,﻿3,﻿6层
﻿友家 · 龙锦苑东五区4居室-北卧,﻿2090,﻿11 ㎡,﻿北,﻿4室1厅,﻿2,﻿6层
﻿友家 · 龙跃苑一区3居室-南卧,﻿2890,﻿20 ㎡,﻿南,﻿3室1厅,﻿3,﻿6层
﻿友家 · 龙跃苑一区3居室-南卧,﻿3290,﻿20.6 ㎡,﻿南,﻿3室1厅,﻿1,﻿5层
﻿友家 · 龙跃苑三区4居室-南卧,﻿3290,﻿31.5 ㎡,﻿南,﻿4室1厅,﻿5,﻿6层
﻿友家 · 紫金新干线二期3居室-北卧,﻿2390,﻿11.8 ㎡,﻿北,﻿3室1厅,﻿4,﻿8层
﻿友家 · 霍家营3居室-南卧,﻿2090,﻿11.9 ㎡,﻿南,﻿3室1厅,﻿9,﻿18层
﻿友家 · 旺龙花园4居室-北卧,﻿2330,﻿12.7 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东五区4居室-北卧,﻿2060,﻿10.7 ㎡,﻿北,﻿4室1厅,﻿3,﻿6层
﻿友家 · 龙锦苑东五区4居室-北卧,﻿2090,﻿10.9 ㎡,﻿北,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙锦苑东五区4居室-北卧,﻿2060,﻿10.7 ㎡,﻿北,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑一区3居室-北卧,﻿2590,﻿9.9 ㎡,﻿北,﻿3室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑一区3居室-南卧,﻿2830,﻿15.8 ㎡,﻿南,﻿3室1厅,﻿1,﻿5层
﻿友家 · 龙锦苑东五区4居室-南卧,﻿2790,﻿24.8 ㎡,﻿南,﻿4室1厅,﻿3,﻿6层
﻿友家 · 华龙苑北里3居室-南卧,﻿2560,﻿12.1 ㎡,﻿南,﻿3室1厅,﻿5,﻿7层
﻿友家 · 紫金新干线4居室-南卧,﻿2560,﻿18.4 ㎡,﻿南,﻿4室1厅,﻿1,﻿10层
﻿友家 · 龙跃苑三区5居室-北卧,﻿2260,﻿10.75 ㎡,﻿北,﻿5室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑一区4居室-北卧,﻿2490,﻿14.1 ㎡,﻿北,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑一区4居室-北卧,﻿2360,﻿10.1 ㎡,﻿北,﻿4室1厅,﻿4,﻿6层
